environment,setup1,setup2,test,metric,n1,n2,mean1,mean2,median1,median2,std1,std2,statistic,pvalue,significant,effect_size,interpretation
minatar-freeway,DWDI,DWSI,ttest,Action Deviance in Important States,20,20,8.8e-05,2e-05,0.0,0.0,0.00038423676911097677,4e-05,0.7871986734588141,0.4360480919255354,False,0.24893407791929908,small
minatar-freeway,DWDI,DWSI,mannwhitneyu,Action Deviance in Important States,20,20,8.8e-05,2e-05,0.0,0.0,0.00038423676911097677,4e-05,162.0,0.14577772140349718,False,0.18999999999999995,
minatar-freeway,DWDI,DWSI,kolmogorov_smirnov,Action Deviance in Important States,20,20,8.8e-05,2e-05,0.0,0.0,0.00038423676911097677,4e-05,0.2,0.8319696107963263,False,,
minatar-freeway,DWDI,DWSI,welch_ttest,Action Deviance in Important States,20,20,8.8e-05,2e-05,0.0,0.0,0.00038423676911097677,4e-05,0.7871986734588141,0.440671670904882,False,,
minatar-freeway,DWDI,SWDI,ttest,Action Deviance in Important States,20,20,8.8e-05,6e-06,0.0,0.0,0.00038423676911097677,2.6832815729997476e-05,0.9520801690084193,0.3470733051851781,False,0.30107418491446597,small
minatar-freeway,DWDI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,8.8e-05,6e-06,0.0,0.0,0.00038423676911097677,2.6832815729997476e-05,210.0,0.5737039503791306,False,-0.050000000000000044,
minatar-freeway,DWDI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,8.8e-05,6e-06,0.0,0.0,0.00038423676911097677,2.6832815729997476e-05,0.05,0.9999999999999998,False,,
minatar-freeway,DWDI,SWDI,welch_ttest,Action Deviance in Important States,20,20,8.8e-05,6e-06,0.0,0.0,0.00038423676911097677,2.6832815729997476e-05,0.9520801690084193,0.3528981094665423,False,,
minatar-freeway,DWSI,SWDI,ttest,Action Deviance in Important States,20,20,2e-05,6e-06,0.0,0.0,4e-05,2.6832815729997476e-05,1.299867367239363,0.20147643279566216,False,0.4110541536602924,small
minatar-freeway,DWSI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,2e-05,6e-06,0.0,0.0,4e-05,2.6832815729997476e-05,248.0,0.05212664339676956,False,-0.24,
minatar-freeway,DWSI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,2e-05,6e-06,0.0,0.0,4e-05,2.6832815729997476e-05,0.25,0.571336004933722,False,,
minatar-freeway,DWSI,SWDI,welch_ttest,Action Deviance in Important States,20,20,2e-05,6e-06,0.0,0.0,4e-05,2.6832815729997476e-05,1.299867367239363,0.20259393124023273,False,,
minatar-seaquest,DWDI,DWSI,ttest,Action Deviance in Important States,20,20,0.023171999595,0.02200599938,0.02354,0.0192399995,0.010709374584113857,0.014388224298744801,0.2907235404623367,0.772843615979838,False,0.09193485572891053,negligible
minatar-seaquest,DWDI,DWSI,mannwhitneyu,Action Deviance in Important States,20,20,0.023171999595,0.02200599938,0.02354,0.0192399995,0.010709374584113857,0.014388224298744801,215.0,0.6948910198677665,False,-0.07499999999999996,
minatar-seaquest,DWDI,DWSI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.023171999595,0.02200599938,0.02354,0.0192399995,0.010709374584113857,0.014388224298744801,0.25,0.571336004933722,False,,
minatar-seaquest,DWDI,DWSI,welch_ttest,Action Deviance in Important States,20,20,0.023171999595,0.02200599938,0.02354,0.0192399995,0.010709374584113857,0.014388224298744801,0.2907235404623367,0.7729733005422917,False,,
minatar-seaquest,DWDI,SWDI,ttest,Action Deviance in Important States,20,20,0.023171999595,0.044241999250000004,0.02354,0.042079999,0.010709374584113857,0.02783418986360407,-3.159533384701519,0.0030959486665264506,True,-0.99913218389978,large
minatar-seaquest,DWDI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,0.023171999595,0.044241999250000004,0.02354,0.042079999,0.010709374584113857,0.02783418986360407,104.0,0.00978304966654761,True,0.48,
minatar-seaquest,DWDI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.023171999595,0.044241999250000004,0.02354,0.042079999,0.010709374584113857,0.02783418986360407,0.45,0.0335416594061465,True,,
minatar-seaquest,DWDI,SWDI,welch_ttest,Action Deviance in Important States,20,20,0.023171999595,0.044241999250000004,0.02354,0.042079999,0.010709374584113857,0.02783418986360407,-3.1595333847015192,0.004166689483749641,True,,
minatar-seaquest,DWSI,SWDI,ttest,Action Deviance in Important States,20,20,0.02200599938,0.044241999250000004,0.0192399995,0.042079999,0.014388224298744801,0.02783418986360407,-3.173717765662347,0.0029790960752344242,True,-1.0036176790033544,large
minatar-seaquest,DWSI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,0.02200599938,0.044241999250000004,0.0192399995,0.042079999,0.014388224298744801,0.02783418986360407,97.0,0.005558238268715279,True,0.515,
minatar-seaquest,DWSI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.02200599938,0.044241999250000004,0.0192399995,0.042079999,0.014388224298744801,0.02783418986360407,0.45,0.0335416594061465,True,,
minatar-seaquest,DWSI,SWDI,welch_ttest,Action Deviance in Important States,20,20,0.02200599938,0.044241999250000004,0.0192399995,0.042079999,0.014388224298744801,0.02783418986360407,-3.173717765662347,0.0035948576553253408,True,,
minatar-space_invaders,DWDI,DWSI,ttest,Action Deviance in Important States,20,20,0.06049399919999998,0.014417999755000003,0.060279997,0.01,0.022076358589471885,0.02087958654104707,6.78130059396667,4.8681607646116496e-08,True,2.1444355375187363,large
minatar-space_invaders,DWDI,DWSI,mannwhitneyu,Action Deviance in Important States,20,20,0.06049399919999998,0.014417999755000003,0.060279997,0.01,0.022076358589471885,0.02087958654104707,380.0,1.1995085781864249e-06,True,-0.8999999999999999,
minatar-space_invaders,DWDI,DWSI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.06049399919999998,0.014417999755000003,0.060279997,0.01,0.022076358589471885,0.02087958654104707,0.95,5.803555641539872e-10,True,,
minatar-space_invaders,DWDI,DWSI,welch_ttest,Action Deviance in Important States,20,20,0.06049399919999998,0.014417999755000003,0.060279997,0.01,0.022076358589471885,0.02087958654104707,6.78130059396667,4.9430884338099445e-08,True,,
minatar-space_invaders,DWDI,SWDI,ttest,Action Deviance in Important States,20,20,0.06049399919999998,0.0959999982,0.060279997,0.10544,0.022076358589471885,0.05594464317926025,-2.6401727953125955,0.011955048505521409,True,-0.8348959449601325,large
minatar-space_invaders,DWDI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,0.06049399919999998,0.0959999982,0.060279997,0.10544,0.022076358589471885,0.05594464317926025,116.0,0.023903145867558404,True,0.42000000000000004,
minatar-space_invaders,DWDI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.06049399919999998,0.0959999982,0.060279997,0.10544,0.022076358589471885,0.05594464317926025,0.65,0.0002704973445409677,True,,
minatar-space_invaders,DWDI,SWDI,welch_ttest,Action Deviance in Important States,20,20,0.06049399919999998,0.0959999982,0.060279997,0.10544,0.022076358589471885,0.05594464317926025,-2.640172795312596,0.01412806121984165,True,,
minatar-space_invaders,DWSI,SWDI,ttest,Action Deviance in Important States,20,20,0.014417999755000003,0.0959999982,0.01,0.10544,0.02087958654104707,0.05594464317926025,-6.109888274244549,4.0235244073191917e-07,True,-1.9321163195768267,large
minatar-space_invaders,DWSI,SWDI,mannwhitneyu,Action Deviance in Important States,20,20,0.014417999755000003,0.0959999982,0.01,0.10544,0.02087958654104707,0.05594464317926025,9.0,2.559643056089799e-07,True,0.955,
minatar-space_invaders,DWSI,SWDI,kolmogorov_smirnov,Action Deviance in Important States,20,20,0.014417999755000003,0.0959999982,0.01,0.10544,0.02087958654104707,0.05594464317926025,0.9,1.1316933501002751e-08,True,,
minatar-space_invaders,DWSI,SWDI,welch_ttest,Action Deviance in Important States,20,20,0.014417999755000003,0.0959999982,0.01,0.10544,0.02087958654104707,0.05594464317926025,-6.109888274244549,2.5153615457023485e-06,True,,
