environment,setup1,setup2,test,n1,n2,mean1,mean2,median1,median2,std1,std2,statistic,pvalue,significant,effect_size,interpretation
minatar-freeway,DWDI,SWDI,welch_ttest,200,200,68.779013671875,68.83240234375,68.79345703125,68.845703125,0.12816880369541594,0.11947933629168991,-4.309003658802246,2.071268103771884e-05,True,,
minatar-freeway,DWSI,SWDI,ttest,200,200,68.7767333984375,68.83240234375,68.775390625,68.845703125,0.11866290771213499,0.11947933629168991,-4.675240917340538,4.026521417826377e-06,True,-0.4675240917340538,small
minatar-freeway,DWSI,SWDI,mannwhitneyu,200,200,68.7767333984375,68.83240234375,68.775390625,68.845703125,0.11866290771213499,0.11947933629168991,14275.0,7.366757639355046e-07,True,0.28625,
minatar-freeway,DWSI,SWDI,kolmogorov_smirnov,200,200,68.7767333984375,68.83240234375,68.775390625,68.845703125,0.11866290771213499,0.11947933629168991,0.255,4.024806511439489e-06,True,,
minatar-freeway,DWSI,SWDI,welch_ttest,200,200,68.7767333984375,68.83240234375,68.775390625,68.845703125,0.11866290771213499,0.11947933629168991,-4.675240917340538,4.026579150571914e-06,True,,
minatar-seaquest,DWDI,DWSI,ttest,200,200,155.3964404296875,156.968212890625,155.45166015625,157.31396484375,5.587663609858002,5.472650655890463,-2.8420304337928948,0.004713402283763971,True,-0.28420304337928953,small
minatar-seaquest,DWDI,DWSI,mannwhitneyu,200,200,155.3964404296875,156.968212890625,155.45166015625,157.31396484375,5.587663609858002,5.472650655890463,17044.5,0.010590973756445585,True,0.147775,
minatar-seaquest,DWDI,DWSI,kolmogorov_smirnov,200,200,155.3964404296875,156.968212890625,155.45166015625,157.31396484375,5.587663609858002,5.472650655890463,0.135,0.052139087188847716,False,,
minatar-seaquest,DWDI,DWSI,welch_ttest,200,200,155.3964404296875,156.968212890625,155.45166015625,157.31396484375,5.587663609858002,5.472650655890463,-2.842030433792895,0.004713503261136972,True,,
minatar-seaquest,DWDI,SWDI,ttest,200,200,155.3964404296875,154.913037109375,155.45166015625,155.19580078125,5.587663609858002,5.849413587126637,0.8451053794030877,0.39855974658913174,False,0.08451053794030877,negligible
minatar-seaquest,DWDI,SWDI,mannwhitneyu,200,200,155.3964404296875,154.913037109375,155.45166015625,155.19580078125,5.587663609858002,5.849413587126637,20935.0,0.4189230348043077,False,-0.04675000000000007,
minatar-seaquest,DWDI,SWDI,kolmogorov_smirnov,200,200,155.3964404296875,154.913037109375,155.45166015625,155.19580078125,5.587663609858002,5.849413587126637,0.07,0.7125821300149116,False,,
minatar-seaquest,DWDI,SWDI,welch_ttest,200,200,155.3964404296875,154.913037109375,155.45166015625,155.19580078125,5.587663609858002,5.849413587126637,0.8451053794030879,0.39856080865125243,False,,
minatar-seaquest,DWSI,SWDI,ttest,200,200,156.968212890625,154.913037109375,157.31396484375,155.19580078125,5.472650655890463,5.849413587126637,3.6283822125912084,0.0003223427157857287,True,0.36283822125912085,small
minatar-seaquest,DWSI,SWDI,mannwhitneyu,200,200,156.968212890625,154.913037109375,157.31396484375,155.19580078125,5.472650655890463,5.849413587126637,23861.0,0.0008404431754511257,True,-0.19304999999999994,
minatar-seaquest,DWSI,SWDI,kolmogorov_smirnov,200,200,156.968212890625,154.913037109375,157.31396484375,155.19580078125,5.472650655890463,5.849413587126637,0.16,0.011843449760085422,True,,
minatar-seaquest,DWSI,SWDI,welch_ttest,200,200,156.968212890625,154.913037109375,157.31396484375,155.19580078125,5.472650655890463,5.849413587126637,3.628382212591209,0.0003225135096992684,True,,
minatar-space_invaders,DWDI,DWSI,ttest,200,200,793.1145263671875,789.1913623046875,794.05126953125,783.7529296875,100.13392992881116,82.7875031654422,0.42702947769278715,0.6695887689245514,False,0.042702947769278715,negligible
minatar-space_invaders,DWDI,DWSI,mannwhitneyu,200,200,793.1145263671875,789.1913623046875,794.05126953125,783.7529296875,100.13392992881116,82.7875031654422,21067.0,0.35628673905634045,False,-0.05335000000000001,
minatar-space_invaders,DWDI,DWSI,kolmogorov_smirnov,200,200,793.1145263671875,789.1913623046875,794.05126953125,783.7529296875,100.13392992881116,82.7875031654422,0.125,0.0878382826713132,False,,
minatar-space_invaders,DWDI,DWSI,welch_ttest,200,200,793.1145263671875,789.1913623046875,794.05126953125,783.7529296875,100.13392992881116,82.7875031654422,0.42702947769278715,0.669596924513088,False,,
minatar-space_invaders,DWDI,SWDI,ttest,200,200,793.1145263671875,801.569443359375,794.05126953125,803.50439453125,100.13392992881116,105.13671669588688,-0.8235378250451003,0.4106954132963099,False,-0.08235378250451003,negligible
minatar-space_invaders,DWDI,SWDI,mannwhitneyu,200,200,793.1145263671875,801.569443359375,794.05126953125,803.50439453125,100.13392992881116,105.13671669588688,19287.0,0.5377141976012603,False,0.03564999999999996,
minatar-space_invaders,DWDI,SWDI,kolmogorov_smirnov,200,200,793.1145263671875,801.569443359375,794.05126953125,803.50439453125,100.13392992881116,105.13671669588688,0.065,0.7933622419382523,False,,
minatar-space_invaders,DWDI,SWDI,welch_ttest,200,200,793.1145263671875,801.569443359375,794.05126953125,803.50439453125,100.13392992881116,105.13671669588688,-0.8235378250451003,0.41069658306135226,False,,
minatar-space_invaders,DWSI,SWDI,ttest,200,200,789.1913623046875,801.569443359375,783.7529296875,803.50439453125,82.7875031654422,105.13671669588688,-1.3081298071080543,0.19158427495265687,False,-0.13081298071080544,negligible
minatar-space_invaders,DWSI,SWDI,mannwhitneyu,200,200,789.1913623046875,801.569443359375,783.7529296875,803.50439453125,82.7875031654422,105.13671669588688,18157.5,0.11110892284128213,False,0.09212500000000001,
minatar-space_invaders,DWSI,SWDI,kolmogorov_smirnov,200,200,789.1913623046875,801.569443359375,783.7529296875,803.50439453125,82.7875031654422,105.13671669588688,0.16,0.011843449760085422,True,,
minatar-space_invaders,DWSI,SWDI,welch_ttest,200,200,789.1913623046875,801.569443359375,783.7529296875,803.50439453125,82.7875031654422,105.13671669588688,-1.3081298071080543,0.19162577604578573,False,,
