mean_rewards,std_rewards,policy_index
68.7119140625,2.031012773513794,1
69.0126953125,2.1466803550720215,2
68.82421875,2.5587549209594727,3
68.7060546875,2.998131275177002,4
68.6796875,2.008997678756714,5
68.7099609375,2.371884822845459,6
68.900390625,2.319634199142456,7
68.8701171875,2.117109537124634,8
68.8203125,2.631861686706543,9
68.791015625,2.6811838150024414,10
68.890625,2.010652780532837,11
68.841796875,2.301996946334839,12
68.9296875,2.1679792404174805,13
68.810546875,2.132167339324951,14
68.9443359375,2.9204671382904053,15
68.8955078125,2.01987624168396,16
68.7919921875,2.758986234664917,17
68.58203125,2.2467660903930664,18
68.78515625,2.1840896606445312,19
68.7119140625,2.292994976043701,20
68.962890625,2.242302179336548,21
69.017578125,2.5463826656341553,22
68.8955078125,2.116208553314209,23
68.837890625,2.170264482498169,24
68.9580078125,2.0979886054992676,25
68.7861328125,2.031048536300659,26
68.9658203125,2.0434257984161377,27
68.8388671875,2.693744659423828,28
68.9140625,2.967999219894409,29
68.6015625,2.263293504714966,30
68.755859375,2.057513952255249,31
68.90234375,2.436344861984253,32
68.7919921875,2.07728910446167,33
68.9033203125,2.5463337898254395,34
68.6494140625,2.661417245864868,35
68.6103515625,2.9270975589752197,36
68.845703125,2.1368284225463867,37
68.7529296875,2.032569169998169,38
68.48828125,2.5753979682922363,39
68.955078125,2.6145498752593994,40
68.9365234375,2.082496166229248,41
68.791015625,2.618533134460449,42
68.935546875,2.692173480987549,43
68.6826171875,2.6449854373931885,44
68.90625,2.04514479637146,45
68.98046875,1.9901145696640015,46
68.755859375,2.652196168899536,47
68.8017578125,2.6543662548065186,48
68.794921875,3.3102781772613525,49
68.818359375,2.342752695083618,50
68.552734375,2.7130239009857178,51
68.87890625,2.3362345695495605,52
68.884765625,2.3155388832092285,53
68.8515625,2.0661513805389404,54
68.6728515625,2.319542407989502,55
68.8291015625,2.1335058212280273,56
69.087890625,2.593578815460205,57
68.7451171875,2.9834299087524414,58
68.7373046875,3.0857431888580322,59
68.8173828125,2.6814703941345215,60
68.97265625,2.2174806594848633,61
68.7001953125,2.763984203338623,62
68.482421875,2.687805652618408,63
68.83203125,2.3072383403778076,64
68.89453125,2.091792345046997,65
68.728515625,2.030174493789673,66
68.810546875,2.604691743850708,67
69.0126953125,2.1512246131896973,68
68.724609375,2.0931293964385986,69
68.9111328125,2.1311748027801514,70
68.88671875,2.603869676589966,71
68.86328125,2.0498807430267334,72
68.7744140625,2.31437611579895,73
68.9384765625,2.2033183574676514,74
68.794921875,2.2709383964538574,75
68.8623046875,2.071378469467163,76
68.75390625,2.170015811920166,77
68.8046875,3.2782628536224365,78
68.77734375,2.692443609237671,79
68.80078125,2.260254144668579,80
68.9599609375,2.827280282974243,81
68.787109375,2.5524938106536865,82
68.853515625,2.712101697921753,83
68.8173828125,2.1173691749572754,84
68.8779296875,2.1092569828033447,85
68.9345703125,2.029714584350586,86
69.052734375,2.6129095554351807,87
68.8623046875,2.037630319595337,88
68.7919921875,2.066448211669922,89
69.1484375,1.9623998403549194,90
68.845703125,3.009363889694214,91
68.8955078125,2.613408088684082,92
68.876953125,2.105724811553955,93
68.6533203125,2.1314074993133545,94
68.6953125,2.10257887840271,95
68.818359375,2.141072988510132,96
68.9423828125,2.351362466812134,97
68.9013671875,2.6727497577667236,98
68.6533203125,2.4230194091796875,99
68.9375,2.1240806579589844,100
68.9228515625,2.1316311359405518,101
68.7451171875,2.5253546237945557,102
69.0224609375,2.4852066040039062,103
68.861328125,2.5739660263061523,104
68.779296875,2.094477653503418,105
68.8720703125,2.7961747646331787,106
69.0830078125,2.2066004276275635,107
68.6376953125,2.0103695392608643,108
68.9677734375,2.6205198764801025,109
68.8525390625,2.028298854827881,110
68.8642578125,2.7765285968780518,111
68.818359375,2.1879940032958984,112
68.8232421875,2.07171368598938,113
68.560546875,2.690086841583252,114
68.666015625,2.252554416656494,115
68.47265625,2.700049638748169,116
68.814453125,2.052234172821045,117
69.0029296875,2.0499119758605957,118
68.6123046875,2.0754997730255127,119
68.8359375,2.6138970851898193,120
68.9794921875,2.2470831871032715,121
68.7734375,3.2254838943481445,122
68.806640625,2.9589827060699463,123
